datetime,temp,humidity,pressure,wind_speed,aqi,co,no2,o3,so2,pm2_5,pm10,datetime_str,day,month,hour,aqi_change_rate
2025-11-08 10:41:00.197792,26.07,13,1014,2.06,3,369.01,4.39,115.3,1.44,37.04,74.5,2025-11-08 10:41:00,8,11,10,0.0
